,id,url,priority,page,fetched,price_currency,price_value,ad_id,posted_weekday,posted_time,posted_month,posted_day,posted_year,delivery_offered,price_negotiable,condition,year,make,model,current_location,import_duty_paid,mileage,transmission,four_wheel_drive,location,description
3792,3793,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-land-cruiser-prado-1128442?s=b561b9969aa2ff2b702140101262eee7,silver,379,1,TSh,"14,500,000",1128442,Tuesday,16:28:00,August,07,2018,No,No,Used,2001,Toyota,Land Cruiser Prado,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Prado Short Chasses (BXX)
Year 2001
Fuel Diesel
Price.14.5.m"
3793,3794,https://www.zoomtanzania.com/4x4s-suvs/2003-toyota-rav-4-1128439?s=b561b9969aa2ff2b702140101262eee7,silver,379,1,TSh,"11,200,000",1128439,Tuesday,16:28:00,August,07,2018,No,No,Used,2003,Toyota,Rav 4,In Tanzania,Yes,117000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Rav4 3 Doors (CTM)
Year 2003
Cc 1998
Kms 117,000
Engine 1AZ
Fuel Petrol
New Tyres
Sport Rims
Price.11.2.M"
3794,3795,https://www.zoomtanzania.com/station-wagons/2000-suzuki-escudo-1128435?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"5,700,000",1128435,Tuesday,16:20:00,August,07,2018,No,No,Used,2000,Suzuki,Escudo,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Suzuki Escudo (ANN)
Year 2000
Cc 1500
Price.5.7.m"
3795,3796,https://www.zoomtanzania.com/minis/2000-toyota-noah-1128431?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"12,500,000",1128431,Tuesday,16:17:00,August,07,2018,No,No,Used,2000,Toyota,Noah,In Tanzania,Yes,88000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Noah Old Model (DFM)
Year 2000
Sr 40
Cc 1998
Kms 88,000
Engine 3s
New Tyres
Sport Rims
Gari imetunzwa vizuri
In mint Condition?
Price.12.5.m"
3796,3797,https://www.zoomtanzania.com/hatchbacks/2003-toyota-raum-1128421?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"10,300,000",1128421,Tuesday,16:16:00,August,07,2018,No,No,Used,2003,Toyota,Raum,In Tanzania,Yes,60000,Automatic,no,"Kinondoni, Sinza
 
Dar Es Salaam","Raum New Model (DNA)
Year 2003
Cc 1490
Kms 60,000
Fuel Petrol
Trans Auto
Engine Vvti
Sport Rims
New Tyres
Forg Lights
Gari imetunzwa vizuri
In mint Condition?
Price.10.3.m"
3797,3798,https://www.zoomtanzania.com/hatchbacks/2005-toyota-passo-1128405?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"6,700,000",1128405,Tuesday,16:08:00,August,07,2018,No,No,Used,2005,Toyota,Passo,In Tanzania,Yes,70000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Passo (DKA)
Year 2005
Cc 990
Piston 3
Kms 70,000
Full Documents
In mint Condition?
Price.6.7.m"
3798,3799,https://www.zoomtanzania.com/minis/2002-toyota-noah-1128400?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"7,200,000",1128400,Tuesday,16:09:00,August,07,2018,No,No,Used,2002,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Noah Voxy (CBX)
Year 2002
Cc 1990
Fuel Petrol
Trans Auto
Forg Lights
Good Condition?
Price.7.2.m"
3799,3800,https://www.zoomtanzania.com/4x4s-suvs/2007-land-rover-range-rover-vogue-1128384?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"28,000,000",1128384,Tuesday,16:11:00,August,07,2018,No,No,Used,2007,Land Rover,Range Rover Vogue,In Tanzania,Yes,,Automatic,yes,"Kinondoni, Sinza

Dar Es Salaam","Range Rover Vogue (ATV)
Year 2007
Upgrade 2012
Cc 4384
Fuel Petrol
Trans Auto
Forg Lights
Gari imetunzwa vizuri
In mint Condition?
Price.28.m"
3800,3801,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-harrier-1128368?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"1,480,000",1128368,Tuesday,16:12:00,August,07,2018,No,No,Used,2001,Toyota,Harrier,In Tanzania,Yes,98600,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Harrier For Sale (DBN)
Year 2001
Engine Vvti
4cylinder
Cc 2360
Kms 98,600
Sun Roof
Comprehensive insurance
New Tyres
Gari imetunzwa vizuri
Price.14.8.m"
3801,3802,https://www.zoomtanzania.com/sedans/2003-toyota-brevis-1128299?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"7,500,000",1128299,Tuesday,15:03:00,August,07,2018,No,No,Used,2003,Toyota,Brevis,In Tanzania,Yes,90000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Brevis (CZY)
Year 2003
Cc 2490
Fuel Petrol
Kms 90,000
New Tyres
Sport Rims
Gari imetunzwa vizuri
In Excellent Condition?
Price.7.5.m"
3802,3803,https://www.zoomtanzania.com/sedans/2003-bmw-3-series-1128290?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"13,000,000",1128290,Tuesday,15:06:00,August,07,2018,No,No,Used,2003,BMW,3 Series,In Tanzania,Yes,82000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","BMW 3 Series (DJX)
Year 2003
Cc 1990
Kms 82,000
Color Silver
Trans Auto
Fuel Petrol
Sport Rims
Very Clean
Price.13.m"
3803,3804,https://www.zoomtanzania.com/sedans/2003-toyota-brevis-1128285?s=10fc751d243d590fd60057210cb94e48,silver,380,1,TSh,"8,500,000",1128285,Tuesday,14:54:00,August,07,2018,No,No,Used,2003,Toyota,Brevis,In Tanzania,Yes,88000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Brevis (DJY)
Year 2003
Cc 2490
Fuel Petrol
Kms 88,000
New Tyres
Sport Rims
Gari imetunzwa vizuri
In Excellent Condition
Price.8.5.m"
3804,3805,https://www.zoomtanzania.com/4x4s-suvs/2006-volkswagen-touareg-1128264?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"47,000,000",1128264,Friday,09:40:00,November,02,2018,No,No,Used Abroad,2006,Volkswagen,Touareg,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Volkswagen Toureg (Unegistered)
Leather Seats
Year 2006
Engine Vmv Stolz
Cc 3180
Low kilometres
Music System - DVD/MP3/MP4 Screen
Back Camera
Alarm System
Fuel Efficient Petrol
Price.47.m"
3805,3806,https://www.zoomtanzania.com/sedans/2005-toyota-crown-1128189?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"11,800,000",1128189,Tuesday,14:40:00,August,07,2018,No,No,Used,2005,Toyota,Crown,In Tanzania,Yes,91000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Crown Athlete (DGA)
Year 2005
Cc 2490
Kms 91,000
Leather Seats
Fuel Petrol
Trans Auto
New Tyres
Sport Rims
Gari imetunzwa vizuri
In mint Condition?
Price.11.8.m"
3806,3807,https://www.zoomtanzania.com/station-wagons/2005-toyota-noah-1128186?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"15,000,000",1128186,Tuesday,14:43:00,August,07,2018,No,No,Used,2005,Toyota,Noah,In Tanzania,Yes,,Automatic,no,"Kinondoni, Oysterbay

Dar Es Salaam","TOYOTA Noah
Well Maintained
Excellent Condition
Year of Manufacture- 2005
8 seater- Station Wagon
Black Color- Petrol
Available immediately
Dar Es Salaam"
3807,3808,https://www.zoomtanzania.com/hatchbacks/2004-toyota-ist-1128176?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"11,000,000",1128176,Tuesday,14:39:00,August,07,2018,No,No,Used,2004,Toyota,IST,In Tanzania,Yes,74000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota IST (DLN)
Year 2004
Cc 1490
Kms 74,000
Trans Auto
Engine Vvti
Forg Lights
New Tyres
Sport Rims
Music System (DVD Player)
Gari inetunzwa vizuri
In mint Condition?
Price.11.m Fixed"
3808,3809,https://www.zoomtanzania.com/sedans/2003-toyota-verossa-1128160?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"8,500,000",1128160,Tuesday,14:39:00,August,07,2018,No,No,Used,2003,Toyota,Verossa,In Tanzania,Yes,65000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Verossa (DGS)
Year 2003
Cc 1990
Fuel Petrol
Kms 65,000
Fuel Petrol
New Tyres
Forg Lights
Gari imetunzwa vizuri
In Excellent Condition?
Price.8.5.m"
3809,3810,https://www.zoomtanzania.com/4x4s-suvs/1998-toyota-rav4-1128148?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"11,000,000",1128148,Tuesday,14:54:00,August,07,2018,Yes,Yes,Used,1998,Toyota,,In Tanzania,Yes,110000,Automatic,yes,"Ilala, Kariakoo

Dar Es Salaam",good condition
3810,3811,https://www.zoomtanzania.com/4x4s-suvs/2007-nissan-dualis-1128141?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"18,000,000",1128141,Tuesday,12:54:00,August,07,2018,No,No,Used,2007,Nissan,Dualis,In Tanzania,Yes,65000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Duallis For Sale (DF..)
Year 2007
Cc 1990
Kms 65,000
Fuel Petrol
New Tyres
Sport Rims
Gari imetunzwa vizuri
In mint Condition?
Price.18.m"
3811,3812,https://www.zoomtanzania.com/sedans/2003-toyota-brevis-1128129?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"9,900,000",1128129,Tuesday,12:58:00,August,07,2018,No,No,Used,2003,Toyota,Brevis,In Tanzania,Yes,60000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Brevis (DMM)
Year 2003
Cc 2490
Fuel Petrol
Kms 60,000
Fuel Petrol
New Tyres
Sport Rims
Gari imetunzwa vizuri
In Excellent Condition?
Price.9.9.m"
3812,3813,https://www.zoomtanzania.com/4x4s-suvs/1999-mitsubishi-pajero-1128122?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"18,000,000",1128122,Tuesday,12:46:00,August,07,2018,No,No,Used,1999,Mitsubishi,Pajero,In Tanzania,Yes,65000,Automatic,yes,"Kinondoni, Sinza

Dar Es Salaam","Pajero For Sale (DBL)
Year 1999
Kms 65,000
Cc 3450
Price.18.m"
3813,3814,https://www.zoomtanzania.com/station-wagons/2009-toyota-1128120?s=b2506dde81938a870278914e59f43e63,silver,381,1,TSh,"25,000,000",1128120,Tuesday,12:38:00,August,07,2018,No,No,Used,2009,Toyota,Pick Up,In Tanzania,Yes,80000,Stick Shift,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota D4D (BHH)
Year 2009
Kms 80,000
Cc:2989
Fuel:Diesel
Engine:5L
Transimision:Manual
Excellent Conditions
Two Airbags
New Tyres
Sport Rims
Price.25.m"
3814,3815,https://www.zoomtanzania.com/sedans/2006-toyota-crown-1128107?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"16,500,000",1128107,Tuesday,12:40:00,August,07,2018,No,No,Used,2006,Toyota,Crown,In Tanzania,Yes,56000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Crown Athlete (DNJ)
Year 2006
Cc 2490
Kms 56,000
Leather Seats
Back Camera
Sun Roof
Fuel Petrol
Trans Auto
New Tires
Sport Rims
Gari mpya
In mint Condition?
Price.16.5.m"
3815,3816,https://www.zoomtanzania.com/sedans/2008-subaru-forester-1128066?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"25,000,000",1128066,Friday,09:40:00,November,02,2018,No,No,Used,2008,Subaru,Forester,In Tanzania,Yes,90000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Subaru Forester (DNE)
Year 2008
Kms 90,000
Cc 1990
Automatic Gearbox
Turbo Engine
New Tyres
Sport Rims
Gari imetunzwa vizuri sana
In mint Condition?
Price.25.m"
3816,3817,https://www.zoomtanzania.com/hatchbacks/2003-toyota-raum-1128058?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"8,800,000",1128058,Tuesday,12:09:00,August,07,2018,No,No,Used,2003,Toyota,Raum,In Tanzania,Yes,90000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Raum New Model (DEF)
Year 2003
Cc 1490
Kms 90,000
Engine Vvti
Fuel Petrol
Price.8.8.m"
3817,3818,https://www.zoomtanzania.com/sedans/2008-subaru-1128050?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"13,500,000",1128050,Tuesday,12:08:00,August,07,2018,No,No,Used Abroad,2008,Subaru,Legacy,In Tanzania,Yes,71000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Subaru Legacy B4 2.0R SPEC B (Non registered)
Year 2008
Kms 71,000
Cc 1990
Automatic Gearbox
Fuel Petrol
New Tyres
Sport Rims
Forg Lights
Gari imeshaingia bongo Tanzania (Dar es salaam) iwahi mapema tunakufanyia na usajili wa namba mpya
In mint Condition?
Price.13.5.m"
3818,3819,https://www.zoomtanzania.com/station-wagons/2003-toyota-raum-1128043?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"9,900,000",1128043,Tuesday,11:54:00,August,07,2018,No,No,Used,2003,Toyota,Raum,In Tanzania,Yes,65000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Raum New Model (DMC)
Year 2003
Cc 1490
Kms 65,000
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Engin Lights
Gari imetunzwa vizuri
In mint Condition?
Price.9.9.m"
3819,3820,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-harrier-1128034?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"22,500,000",1128034,Tuesday,12:06:00,August,07,2018,No,No,Used Abroad,2001,Toyota,Harrier,In Tanzania,Yes,80000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Harrier (Unregistered)
Year 2001
Kms 80,000
Cc 2160
Fuel Petrol
Engine Vvti
Trans Auto
DVD Player
Leather Seats
Excellent Conditions
Two Airbags
New Tyres
Sport Rims
Price.22.5.m"
3820,3821,https://www.zoomtanzania.com/sedans/2003-toyota-1128022?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"7,800,000",1128022,Tuesday,12:06:00,August,07,2018,No,No,Used,2003,Toyota,Mark II Grande,In Tanzania,Yes,100000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Mark II Grande GX110 (DDY)
Year 2003
Kms 100,000
Cc 1990
Fuel Petrol
Trans Auto
New Tyres
Gari imetunzwa vizuri
In mint Condition?
Price.7.8.m"
3821,3822,https://www.zoomtanzania.com/4x4s-suvs/2007-toyota-1128020?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"19,500,000",1128020,Tuesday,12:09:00,August,07,2018,No,No,Used,2007,Toyota,Rav 4,In Tanzania,Yes,95000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Rav4 For Sale - Miss Tz (DEY)
Year 2007
Cc 2360
Kms 95,000
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Forg Lights
Gari imetunzwa vizuri
In mint Condition?
Price.19.5.m"
3822,3823,https://www.zoomtanzania.com/hatchbacks/2003-toyota-raum-1128016?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"9,500,000",1128016,Tuesday,11:38:00,August,07,2018,No,No,Used,2003,Toyota,Raum,In Tanzania,Yes,85000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Raum New Model (DLF)
Year 2003
Cc 1490
Kms 85,000
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Engin Lights
Gari imetunzwa vizuri
In mint Condition?
Price.9.5.m"
3823,3824,https://www.zoomtanzania.com/sedans/2002-toyota-mark-ii-1128013?s=dcac9ae5fe54b048669df2755da1bf5f,silver,382,1,TSh,"7,000,000",1128013,Tuesday,12:06:00,August,07,2018,No,No,Used,2002,Toyota,Mark II,In Tanzania,Yes,100000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Mark II Grande GX110 (DCA)
Year 2002
Kms 100,000
Fuel Petrol
Trans Auto
New Tyres
Gari imetunzwa vizuri
In mint Condition?
Price.7.m"
3824,3825,https://www.zoomtanzania.com/hatchbacks/2003-toyota-vitz-1128007?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"5,800,000",1128007,Tuesday,11:41:00,August,07,2018,No,No,Used,2003,Toyota,Vitz,In Tanzania,Yes,98000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Vtz Old Model (CBY)
Year 2003
Cc 990
Kms 98,000
Fuel Petrol
Price.5.8.m"
3825,3826,https://www.zoomtanzania.com/4x4s-suvs/2015-land-rover-range-rover-1128002?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"90,000,000",1128002,Tuesday,11:39:00,August,07,2018,No,No,Used,2015,Land Rover,Range Rover,In Tanzania,Yes,60000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Range Lover (DJQ)
Year 2015
Cc 3000
Fuel Diesel
Kms 60,000
Leather Seats
New Tyres
Sport Rims
Forg Lights
Gari imetunzwa vizuri
In mint Condition?
Price.90.m"
3826,3827,https://www.zoomtanzania.com/4x4s-suvs/2007-honda-civic-1127991?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"20,000,000",1127991,Tuesday,11:41:00,August,07,2018,No,No,Used,2007,Honda,Civic,In Tanzania,Yes,80000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Honda Civic (DMP)
Year 2007
Cc 2.4 Litres
Kms 80,000
Fuel Petrol
New Tyres
Gari Mpya
In mint Condition
Price.20.m"
3827,3828,https://www.zoomtanzania.com/sedans/2005-toyota-mark-x-1127974?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"10,800,000",1127974,Friday,09:40:00,November,02,2018,No,No,Used,2005,Toyota,Mark X,In Tanzania,Yes,88000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Marks X For Sale (DGY)
Year 2005
Cc 2490
Kms 88,000
Full Option
Clean Seats
Fuel Petrol
New Tyres
Sport Rims
Gari Mpya
In mint Condition?
Price.10.8.m"
3828,3829,https://www.zoomtanzania.com/hatchbacks/2006-toyota-ractis-1127965?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"8,800,000",1127965,Tuesday,11:42:00,August,07,2018,No,No,Used,2006,Toyota,Ractis,In Tanzania,Yes,93000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Ractis For Sale (DEJ)
Year 2006
Cc 1290
Kms 93,000
Push to Start
Fuel Petrol
Trans Auto
Engine Vvti
New Tyres
Sport Rims
In mint Condition
Price.8.8.m"
3829,3830,https://www.zoomtanzania.com/station-wagons/2003-toyota-raum-1127954?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"7,800,000",1127954,Tuesday,10:55:00,August,07,2018,No,No,Used,2003,Toyota,Raum,In Tanzania,Yes,90000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Raum New Model (CEU)
Year 2003
Cc 1490
Kms 90,000
Fuel Petrol
Trans Auto
Engine Vvti
Forg Lights
Gari imetunzwa vizuri
In mint Condition
Price.7.8.m"
3830,3831,https://www.zoomtanzania.com/4x4s-suvs/2001-toyota-kluger-1127942?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"17,500,000",1127942,Tuesday,11:45:00,August,07,2018,No,No,Used,2001,Toyota,Kluger,In Tanzania,Yes,91000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota Kluger (DHZ)
Year 2001
Cc 2360
Engine Vvti
4Cylinder
Kms 91,000
Colour Silver
Air Conditioner
Forg Lights
Gari imetunzwa vizuri
In mint Condition
Price.17.5.m"
3831,3832,https://www.zoomtanzania.com/station-wagons/2003-subaru-legacy-1127935?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"10,500,000",1127935,Tuesday,10:55:00,August,07,2018,No,No,Used,2003,Subaru,Legacy,In Tanzania,Yes,91000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Subaru Legacy (DKJ)
Year 2003
Kms 91,000
Cc 1990
Automatic Gearbox
Fuel Petrol
New Tyres
Sport Rims
Forg Lights
In mint Condition?
Price.10.5.m"
3832,3833,https://www.zoomtanzania.com/station-wagons/2004-toyota-land-cruiser-prado-1127933?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"35,000,000",1127933,Tuesday,11:03:00,August,07,2018,No,No,Used,2004,Toyota,Land Cruiser Prado,In Tanzania,Yes,90000,Automatic,yes,"Kinondoni, Sinza

Dar Es Salaam","LandCruiser Prado (CLW)
Year 2004
Kms 90,000
Fuel Diesel
Cc 2898
Trans Auto
Engine 1KD - D4D
New Tyres
Sport Rims
Gari imetunzwa vizuri
In mint Condition
Price.35.m"
3833,3834,https://www.zoomtanzania.com/sedans/2004-toyota-crown-1127925?s=9608acccee7627807734937feccb6634,silver,383,1,TSh,"12,000,000",1127925,Tuesday,11:03:00,August,07,2018,No,No,Used,2004,Toyota,Crown,In Tanzania,Yes,77000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Crown Athlete (DKW)
Year 2004
Cc 2490
Kms 77,000
Back Camera
Push to Start
Fuel Petrol
Trans Auto
New Tires
Sport Rimes
Gari imetunzwa vizuri
In mint Condition
Price.12.m Negotiable/Bei inapungua"
3834,3835,https://www.zoomtanzania.com/4x4s-suvs/2003-lexus-1127911?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"15,500,000",1127911,Tuesday,12:06:00,August,07,2018,No,No,Used,2003,Lexus,,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Toyota LEXUS (BQN)
Year 2003
Cc 2995
Fuel Petrol
Trans Auto
Leather Seats
Sun Roof
New Tyres
Sport Rims
Gari imetunzwa vizuri
In mint Condition
Price.15.5.m"
3835,3836,https://www.zoomtanzania.com/station-wagons/2003-toyota-spacio-1127896?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"11,800,000",1127896,Tuesday,10:17:00,August,07,2018,No,No,Used,2003,Toyota,Spacio,In Tanzania,Yes,44000,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","Spacio New Model (DMW)
Year 2003
Cc 1790
Fuel Petrol
Kms 44,000
Fuel Petrol
Engine Vvti
New Tyres
Forg Lights
Gari imetunzwa vizuri
In mint Condition?
Price.11.8.m"
3836,3837,https://www.zoomtanzania.com/station-wagons/2009-bmw-3-series-1127885?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"25,500,000",1127885,Tuesday,10:12:00,August,07,2018,No,No,Used,2009,BMW,3 Series,In Tanzania,Yes,,Automatic,no,"Kinondoni, Sinza

Dar Es Salaam","BMW Series 3 Model 320i (DJQ)
Year 2009
Cc 1990 (2.0L)
Petrol Fuel
Low Kilometre
New Tyres
Sport Rims
Gari imetunzwa vizuri
In mint Condition
Price.25.5.m"
3837,3838,https://www.zoomtanzania.com/station-wagons/2007-toyota-land-cruiser-prado-1127873?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"29,500,000",1127873,Tuesday,10:12:00,August,07,2018,No,No,Used,2007,Toyota,Land Cruiser Prado,In Tanzania,Yes,,Automatic,yes,"Kinondoni, Sinza

Dar Es Salaam","Land Cruiser Prado D4D (BEF)
Year 2007
Engine 1KD
Trans Auto
Gari imetunzwa vizuri
In mint Condition
Price.29.5.m"
3838,3839,https://www.zoomtanzania.com/hatchbacks/2005-toyota-ist-1127774?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"17,000,000",1127774,Tuesday,08:45:00,August,07,2018,Yes,Yes,Used,2005,Toyota,IST,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","Excellent condition, IST new model, please call if your serious buyer. My good name is Ivan MInja."
3839,3840,https://www.zoomtanzania.com/hatchbacks/2002-toyota-vitz-1127754?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"7,800,000",1127754,Tuesday,08:21:00,August,07,2018,Yes,Yes,Used,2002,Toyota,Vitz,In Tanzania,Yes,,Automatic,no,"Kinondoni, Kinondoni

Dar Es Salaam","Excellent condition, very strong vitz as compare with other vitz model, please call if your serious buyer. My good name is Ivan Minja."
3840,3841,https://www.zoomtanzania.com/pickups/2010-ford-ranger-1127751?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"40,000,000",1127751,Tuesday,08:21:00,August,07,2018,Yes,Yes,Used,2010,Ford,Ranger,In Tanzania,Yes,111384,Stick Shift,yes,"Kinondoni, Kinondoni

Dar Es Salaam","Good condition, please call if your serious buyer. My good name is Ivan Minja."
3841,3842,https://www.zoomtanzania.com/4x4s-suvs/2004-toyota-land-cruiser-1127734?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"62,000,000",1127734,Tuesday,08:21:00,August,07,2018,Yes,Yes,Used Abroad,2004,Toyota,Land Cruiser,In Tanzania,Yes,,Automatic,yes,"Kinondoni, Kinondoni

Dar Es Salaam","Excellent condition, please call me if your serious buyer, Diesel engine. My good name is Ivan Minja."
3842,3843,https://www.zoomtanzania.com/4x4s-suvs/2000-toyota-land-cruiser-hard-top-1127731?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"57,000,000",1127731,Tuesday,08:21:00,August,07,2018,Yes,Yes,Used,2000,Toyota,Land Cruiser Hard Top,In Tanzania,Yes,,Stick Shift,yes,"Kinondoni, Kinondoni

Dar Es Salaam","Good condition and powerful vehicle, please call if your serious buyer. My good name is Ivan Minja"
3843,3844,https://www.zoomtanzania.com/pickups/2015-ford-ranger-1127728?s=f7d78a3ea08f1e2004ab3b86cf7b9f0f,silver,384,1,TSh,"70,000,000",1127728,Tuesday,08:21:00,August,07,2018,Yes,Yes,Used,2015,Ford,Ranger,In Tanzania,Yes,53000,Automatic,yes,"Kinondoni, Kinondoni

Dar Es Salaam","Excellent car condition, please call if your serious buyer. My good name is Ivan Minja."
3844,3845,https://www.zoomtanzania.com/4x4s-suvs/2000-toyota-land-cruiser-1127726?s=1132c66b73e2ba7cef8286d41ad19464,silver,385,1,TSh,"30,000,000",1127726,Friday,09:33:00,November,02,2018,Yes,Yes,Used,2000,Toyota,Land Cruiser,In Tanzania,Yes,,Stick Shift,yes,"Kinondoni, Kinondoni

Dar Es Salaam","Good condition and very powerful vehicle, 1hz engine diesel, please call if your interested. My good name is Ivan Minja."
3845,3846,https://www.zoomtanzania.com/4x4s-suvs/2010-land-rover-range-rover-vogue-1127722?s=1132c66b73e2ba7cef8286d41ad19464,silver,385,1,TSh,"50,000,000",1127722,Tuesday,08:21:00,August,07,2018,Yes,Yes,Used,2010,Land Rover,Range Rover Vogue,In Tanzania,Yes,,Automatic,yes,"Kinondoni, Kinondoni

Dar Es Salaam","Excellent condition, please call if your serious buyer, My good name is Ivan Minja."
3846,3847,https://www.zoomtanzania.com/minis/noah-2wd-1127679?s=1132c66b73e2ba7cef8286d41ad19464,silver,385,1,TSh,"12,000,000",1127679,Tuesday,09:26:00,August,07,2018,No,Yes,Used,1998,Toyota,Noah,In Tanzania,Yes,124200,Automatic,no,"Kinondoni, Magomeni

Dar Es Salaam","TOYOTA : NOAH
FULL: A/C
FULL: DOCUMENT
DRIVER: 2WD
RIM: SPORT
PRICE: MILL 12"
